Case Fatality Rate Percent,Code,Country,Cases,Muertes,Pais o territorio,Tipo,Year vwPopulation per year,Year
0,192,Cuba,0,0,Cuba,Final,2004,2004
0,192,Cuba,75,0,Cuba,Final,2005,2005
0,192,Cuba,0,0,Cuba,Final,2006,2006
0,192,Cuba,28,0,Cuba,Final,2007,2007
0,192,Cuba,0,0,Cuba,Final,2008,2008
0,192,Cuba,70,0,Cuba,Final,2009,2009
0,192,Cuba,0,0,Cuba,Final,2010,2010
0,192,Cuba,0,0,Cuba,Final,2011,2011
0,192,Cuba,0,0,Cuba,Final,2012,2012
0,192,Cuba,0,0,Cuba,Final,2013,2013
0,192,Cuba,0,0,Cuba,Final,2014,2014
0,212,Dominica,0,0,Dominica,Final,1981,1981
0,212,Dominica,0,0,Dominica,Final,1982,1982
0,212,Dominica,0,0,Dominica,Final,1983,1983
0,212,Dominica,0,0,Dominica,Final,1984,1984
0,212,Dominica,0,0,Dominica,Final,1985,1985
0,212,Dominica,0,0,Dominica,Final,1986,1986
0,212,Dominica,0,0,Dominica,Final,1987,1987
0,212,Dominica,0,0,Dominica,Final,1988,1988
0,212,Dominica,0,0,Dominica,Final,1989,1989
0,212,Dominica,6,0,Dominica,Final,1990,1990
0,212,Dominica,12,0,Dominica,Final,1991,1991
0,212,Dominica,0,0,Dominica,Final,1992,1992
0,212,Dominica,1,0,Dominica,Final,1993,1993
0,212,Dominica,0,0,Dominica,Final,1994,1994
0,212,Dominica,282,0,Dominica,Final,1995,1995
0,212,Dominica,3,0,Dominica,Final,1996,1996
0,212,Dominica,0,0,Dominica,Final,1997,1997
0,212,Dominica,1,0,Dominica,Final,1998,1998
0,212,Dominica,1,0,Dominica,Final,1999,1999
0,212,Dominica,15,0,Dominica,Final,2000,2000
0,212,Dominica,5,0,Dominica,Final,2001,2001
0,212,Dominica,0,0,Dominica,Final,2002,2002
0,212,Dominica,0,0,Dominica,Final,2003,2003
0,212,Dominica,4,0,Dominica,Final,2004,2004
0,212,Dominica,7,0,Dominica,Final,2005,2005
0,212,Dominica,19,0,Dominica,Final,2006,2006
0,212,Dominica,110,0,Dominica,Final,2007,2007
0,212,Dominica,80,0,Dominica,Final,2008,2008
0,212,Dominica,2,0,Dominica,Final,2009,2009
0,212,Dominica,633,0,Dominica,Final,2010,2010
0,212,Dominica,40,0,Dominica,Final,2011,2011
0,212,Dominica,3,0,Dominica,Final,2012,2012
0,212,Dominica,197,0,Dominica,Final,2013,2013
0,212,Dominica,184,0,Dominica,Final,2014,2014
0,214,Dominican Republic,54,0,República Dominicana,Final,1980,1980
0,214,Dominican Republic,619,0,República Dominicana,Final,1981,1981
0,214,Dominican Republic,435,0,República Dominicana,Final,1982,1982
0,214,Dominican Republic,538,0,República Dominicana,Final,1983,1983
0,214,Dominican Republic,260,0,República Dominicana,Final,1984,1984
0,214,Dominican Republic,92,0,República Dominicana,Final,1985,1985
0,214,Dominican Republic,6,0,República Dominicana,Final,1986,1986
0,214,Dominican Republic,20,0,República Dominicana,Final,1987,1987
1.25,214,Dominican Republic,160,2,República Dominicana,Final,1988,1988
0,214,Dominican Republic,7,0,República Dominicana,Final,1989,1989
0,214,Dominican Republic,39,0,República Dominicana,Final,1990,1990
0,214,Dominican Republic,24,0,República Dominicana,Final,1991,1991
0,214,Dominican Republic,107,0,República Dominicana,Final,1992,1992
0,214,Dominican Republic,0,0,República Dominicana,Final,1993,1993
0,214,Dominican Republic,0,0,República Dominicana,Final,1994,1994
0.95,214,Dominican Republic,211,2,República Dominicana,Final,1995,1995
2.78,214,Dominican Republic,72,2,República Dominicana,Final,1996,1996
1.17,214,Dominican Republic,512,6,República Dominicana,Final,1997,1997
0.35,214,Dominican Republic,2873,10,República Dominicana,Final,1998,1998
1.42,214,Dominican Republic,1059,15,República Dominicana,Final,1999,1999
0.18,214,Dominican Republic,3404,6,República Dominicana,Final,2000,2000
0,214,Dominican Republic,3588,0,República Dominicana,Final,2001,2001
0.45,214,Dominican Republic,3118,14,República Dominicana,Final,2002,2002
1.27,214,Dominican Republic,5911,75,República Dominicana,Final,2003,2003
0.56,214,Dominican Republic,2340,13,República Dominicana,Final,2004,2004
0.65,214,Dominican Republic,2776,18,República Dominicana,Final,2005,2005
0.9,214,Dominican Republic,5913,53,República Dominicana,Final,2006,2006
0.5,214,Dominican Republic,9403,47,República Dominicana,Final,2007,2007
0.92,214,Dominican Republic,4150,38,República Dominicana,Final,2008,2008
0.71,214,Dominican Republic,7297,52,República Dominicana,Final,2009,2009
0.44,214,Dominican Republic,11060,49,República Dominicana,Final,2010,2010
0.09,214,Dominican Republic,2232,2,República Dominicana,Final,2011,2011
0.76,214,Dominican Republic,9284,71,República Dominicana,Final,2012,2012
0.67,214,Dominican Republic,16503,111,República Dominicana,Final,2013,2013
1.02,214,Dominican Republic,6059,62,República Dominicana,Final,2014,2014
0,218,Ecuador,0,0,Ecuador,Final,1980,1980
0,218,Ecuador,0,0,Ecuador,Final,1981,1981
0,218,Ecuador,0,0,Ecuador,Final,1982,1982
0,218,Ecuador,0,0,Ecuador,Final,1983,1983
0,218,Ecuador,0,0,Ecuador,Final,1984,1984
0,218,Ecuador,0,0,Ecuador,Final,1985,1985
0,218,Ecuador,0,0,Ecuador,Final,1986,1986
0,218,Ecuador,0,0,Ecuador,Final,1987,1987
0,218,Ecuador,420025,0,Ecuador,Final,1988,1988
0,218,Ecuador,19,0,Ecuador,Final,1989,1989
0,218,Ecuador,302,0,Ecuador,Final,1990,1990
0,218,Ecuador,94,0,Ecuador,Final,1991,1991
0,218,Ecuador,137,0,Ecuador,Final,1992,1992
0,218,Ecuador,9015,0,Ecuador,Final,1993,1993
0,218,Ecuador,8145,0,Ecuador,Final,1994,1994
0,218,Ecuador,6607,0,Ecuador,Final,1995,1995
0,218,Ecuador,5189,0,Ecuador,Final,1996,1996
0,218,Ecuador,3871,0,Ecuador,Final,1997,1997
0,218,Ecuador,4606,0,Ecuador,Final,1998,1998
0,218,Ecuador,2901,0,Ecuador,Final,1999,1999
0,218,Ecuador,22934,1,Ecuador,Final,2000,2000
0,218,Ecuador,10864,0,Ecuador,Final,2001,2001
0,218,Ecuador,5675,0,Ecuador,Final,2002,2002
0.05,218,Ecuador,9903,5,Ecuador,Final,2003,2003
0.03,218,Ecuador,6101,2,Ecuador,Final,2004,2004
0.12,218,Ecuador,11797,14,Ecuador,Final,2005,2005
0.1,218,Ecuador,5871,6,Ecuador,Final,2006,2006
0.05,218,Ecuador,10253,5,Ecuador,Final,2007,2007
0,218,Ecuador,1879,0,Ecuador,Final,2008,2008
0.02,218,Ecuador,4400,1,Ecuador,Final,2009,2009
0,218,Ecuador,17516,0,Ecuador,Final,2010,2010
0.11,218,Ecuador,7567,8,Ecuador,Final,2011,2011
0.12,218,Ecuador,19367,23,Ecuador,Final,2012,2012
0.09,218,Ecuador,11662,11,Ecuador,Final,2013,2013
0.08,218,Ecuador,15446,12,Ecuador,Final,2014,2014
0,222,El Salvador,2060,0,El Salvador,Final,1980,1980
0,222,El Salvador,5185,0,El Salvador,Final,1981,1981
0,222,El Salvador,5166,0,El Salvador,Final,1982,1982
0,222,El Salvador,3814,0,El Salvador,Final,1983,1983
0,222,El Salvador,560,0,El Salvador,Final,1984,1984
0,222,El Salvador,425,0,El Salvador,Final,1985,1985
0,222,El Salvador,916,0,El Salvador,Final,1986,1986
0.11,222,El Salvador,2836,3,El Salvador,Final,1987,1987
0.22,222,El Salvador,1786,4,El Salvador,Final,1988,1988
0,222,El Salvador,518,0,El Salvador,Final,1989,1989
0,222,El Salvador,2381,0,El Salvador,Final,1990,1990
0,222,El Salvador,1273,0,El Salvador,Final,1991,1991
0,222,El Salvador,884,0,El Salvador,Final,1992,1992
0,222,El Salvador,9015,0,El Salvador,Final,1993,1993
0,222,El Salvador,8145,0,El Salvador,Final,1994,1994
0.05,222,El Salvador,9529,5,El Salvador,Final,1995,1995
0,222,El Salvador,789,0,El Salvador,Final,1996,1996
0,222,El Salvador,423,0,El Salvador,Final,1997,1997
0,222,El Salvador,1686,0,El Salvador,Final,1998,1998
0.72,222,El Salvador,556,4,El Salvador,Final,1999,1999
0.92,222,El Salvador,2837,26,El Salvador,Final,2000,2000
0.38,222,El Salvador,1039,4,El Salvador,Final,2001,2001
0.06,222,El Salvador,17902,11,El Salvador,Final,2002,2002
0.11,222,El Salvador,7298,8,El Salvador,Final,2003,2003
0.01,222,El Salvador,13190,1,El Salvador,Final,2004,2004
0,222,El Salvador,15083,0,El Salvador,Final,2005,2005
0.02,222,El Salvador,21843,4,El Salvador,Final,2006,2006
0,222,El Salvador,12376,0,El Salvador,Final,2007,2007
0,222,El Salvador,5774,0,El Salvador,Final,2008,2008
0.07,222,El Salvador,14928,10,El Salvador,Final,2009,2009
0.01,222,El Salvador,22221,2,El Salvador,Final,2010,2010
0.03,222,El Salvador,20623,7,El Salvador,Final,2011,2011
0.01,222,El Salvador,43163,6,El Salvador,Final,2012,2012
0.01,222,El Salvador,28877,3,El Salvador,Final,2013,2013
0.01,222,El Salvador,53381,6,El Salvador,Final,2014,2014
0,254,French Guiana,0,0,Guayana Francesa,Final,1980,1980
0,254,French Guiana,0,0,Guayana Francesa,Final,1981,1981
0,254,French Guiana,0,0,Guayana Francesa,Final,1982,1982
0,254,French Guiana,0,0,Guayana Francesa,Final,1983,1983
0,254,French Guiana,0,0,Guayana Francesa,Final,1984,1984
0,254,French Guiana,0,0,Guayana Francesa,Final,1985,1985
0,254,French Guiana,0,0,Guayana Francesa,Final,1986,1986
0,254,French Guiana,0,0,Guayana Francesa,Final,1987,1987
0,254,French Guiana,0,0,Guayana Francesa,Final,1988,1988
0,254,French Guiana,0,0,Guayana Francesa,Final,1989,1989
0,254,French Guiana,0,0,Guayana Francesa,Final,1990,1990
20,254,French Guiana,15,3,Guayana Francesa,Final,1991,1991
0,254,French Guiana,0,0,Guayana Francesa,Final,1992,1992
0,254,French Guiana,0,0,Guayana Francesa,Final,1993,1993
0,254,French Guiana,0,0,Guayana Francesa,Final,1994,1994
0,254,French Guiana,895,0,Guayana Francesa,Final,1995,1995
0,254,French Guiana,358,0,Guayana Francesa,Final,1996,1996
0,254,French Guiana,848,0,Guayana Francesa,Final,1997,1997
0,254,French Guiana,533,0,Guayana Francesa,Final,1998,1998
